dist_m,E,N,tc_mgal,cba_mgal
0.0,-225.0609,2504.4159999999997,1.1233860703801692,1.0735520703801693
101.25618148148149,-123.80471851851853,2504.4159999999997,1.1233860703801692,1.0735520703801693
202.51236296296298,-22.54853703703705,2504.4159999999997,1.1233860703801692,1.0735520703801693
303.7685444444445,78.7076444444445,2504.4159999999997,1.1233860703801692,1.0735520703801693
405.02472592592596,179.9638259259259,2504.4159999999997,1.1233860703801692,1.0735520703801693
506.2809074074074,281.2200074074074,2504.4159999999997,1.1233860703801692,1.0735520703801693
607.537088888889,382.476188888889,2504.4159999999997,1.1233860703801692,1.0735520703801693
708.7932703703705,483.7323703703706,2504.4159999999997,1.1233860703801692,1.0735520703801693
810.0494518518519,584.9885518518518,2504.4159999999997,0.8727534464729665,0.8898094464729664
911.3056333333334,686.2447333333334,2504.4159999999997,0.8727534464729665,0.8898094464729664
1012.5618148148149,787.5009148148149,2504.4159999999997,0.8727534464729665,0.8898094464729664
1113.8179962962963,888.7570962962964,2504.4159999999997,0.8727534464729665,0.8898094464729664
1215.074177777778,990.0132777777781,2504.4159999999997,0.9989464703670503,1.0710204703670503
1316.3303592592595,1091.2694592592595,2504.4159999999997,0.9989464703670503,1.0710204703670503
1417.586540740741,1192.5256407407412,2504.4159999999997,0.9989464703670503,1.0710204703670503
1518.8427222222224,1293.7818222222224,2504.4159999999997,0.9989464703670503,1.0710204703670503
1620.0989037037039,1395.0380037037037,2504.4159999999997,0.9989464703670503,1.0710204703670503
1721.3550851851853,1496.2941851851854,2504.4159999999997,0.9989464703670503,1.0710204703670503
1822.6112666666668,1597.5503666666668,2504.4159999999997,0.9989464703670503,1.0710204703670503
1923.8674481481482,1698.8065481481483,2504.4159999999997,0.5324844070826611,0.8223294070826611
2025.1236296296297,1800.0627296296298,2504.4159999999997,0.5324844070826611,0.8223294070826611
2126.3798111111114,1901.3189111111114,2504.4159999999997,0.5324844070826611,0.8223294070826611
2227.6359925925926,2002.5750925925927,2504.4159999999997,0.5324844070826611,0.8223294070826611
2328.8921740740743,2103.8312740740744,2504.4159999999997,1.0156981111583274,1.5344941111583275
2430.148355555556,2205.087455555556,2504.4159999999997,1.0156981111583274,1.5344941111583275
2531.4045370370372,2306.3436370370373,2504.4159999999997,1.0156981111583274,1.5344941111583275
2632.660718518519,2407.599818518519,2504.4159999999997,1.0156981111583274,1.5344941111583275
2733.9169,2508.856,2504.4159999999997,1.0156981111583274,1.5344941111583275
2835.173081481482,2610.1121814814824,2504.4159999999997,0.8541781179602292,1.6522321179602293
2936.429262962963,2711.3683629629627,2504.4159999999997,0.8541781179602292,1.6522321179602293
3037.685444444445,2812.624544444445,2504.4159999999997,0.8541781179602292,1.6522321179602293
3138.941625925926,2913.880725925926,2504.4159999999997,0.8541781179602292,1.6522321179602293
3240.1978074074077,3015.1369074074073,2504.4159999999997,0.46208106891796596,1.1846680689179658
3341.4539888888894,3116.3930888888895,2504.4159999999997,0.46208106891796596,1.1846680689179658
3442.7101703703706,3217.6492703703707,2504.4159999999997,0.46208106891796596,1.1846680689179658
3543.9663518518523,3318.905451851852,2504.4159999999997,0.4330230017967356,1.0754980017967357
3645.2225333333336,3420.1616333333336,2504.4159999999997,0.4330230017967356,1.0754980017967357
3746.4787148148152,3521.4178148148153,2504.4159999999997,0.4330230017967356,1.0754980017967357
3847.7348962962965,3622.6739962962965,2504.4159999999997,0.4330230017967356,1.0754980017967357
3948.991077777778,3723.930177777778,2504.4159999999997,0.4330230017967356,1.0754980017967357
4050.2472592592594,3825.1863592592595,2504.4159999999997,0.4330230017967356,1.0754980017967357
4151.503440740741,3926.442540740741,2504.4159999999997,0.4330230017967356,1.0754980017967357
4252.759622222223,4027.698722222223,2504.4159999999997,0.4330230017967356,1.0754980017967357
4354.0158037037045,4128.954903703704,2504.4159999999997,0.4330230017967356,1.0754980017967357
4455.271985185185,4230.211085185185,2504.4159999999997,0.4330230017967356,1.0754980017967357
4556.528166666667,4331.467266666667,2504.4159999999997,0.4330230017967356,1.0754980017967357
4657.784348148149,4432.723448148148,2504.4159999999997,0.4330230017967356,1.0754980017967357
4759.04052962963,4533.97962962963,2504.4159999999997,0.4330230017967356,1.0754980017967357
4860.296711111112,4635.235811111112,2504.4159999999997,0.4330230017967356,1.0754980017967357
4961.552892592593,4736.491992592592,2504.4159999999997,0.4330230017967356,1.0754980017967357
5062.8090740740745,4837.748174074074,2504.4159999999997,0.4330230017967356,1.0754980017967357
5164.065255555556,4939.004355555556,2504.4159999999997,0.4330230017967356,1.0754980017967357
5265.321437037038,5040.2605370370375,2504.4159999999997,0.4330230017967356,1.0754980017967357
5366.577618518519,5141.516718518518,2504.4159999999997,0.4330230017967356,1.0754980017967357
5467.8338,5242.7729,2504.4159999999997,0.4330230017967356,1.0754980017967357
